lemma,uri
frigido,111139
frigo,f1302
frigoro,f1006
frigulio,111145
frigulo,111146
frigultio,111147
frigutio,111148
friguttio,f1010
fringulio,111152
fringultio,111153
fringutio,111154
fringuttio,111155
frio,f1012
fritinnio,f1015
frixo,f1018
fromo,53670
frondeo,f1024
frondesco,f1024
frondico,111167
fructesco,111175
fructifero,49167
fructifico,f1034
frudo,111183
frugesco,f1039
frumentator,132489
frumentor,f1056
frumo,f1057
frunesco,41135
fruniscor,f1059
fruor,f1060
frusto,111202
frustro,53073
frustror,f1071
frutesco,111211
fruticesco,f1079
frutico,f1080
fruticor,132493
fuco,f1086
fugio,f1096
fugito,f1100
fugo,f1103
fulcio,f1106
fulgeo,f1109
fulgero,111237
fulgesco,f1109
fulgo,f1109
fulgueo,33173
fulguo,53686
fulgurio,f1118
fulguro,f1125
fullonico,f1127
fulminat,111258
fulmino,f1135
fumesco,f1146
fumifico,f1150
fumigo,f1154
fumo,f1155
fundito,f1173
fundo,f1177
fundo,f1176
funero,f1187
funeror,132948
funesto,f1188
fungo,111307
fungor,f1184
furcillo,f1203
furio,f1222
furio,f1221
furo,f1228
furor,
fusco,f1245
fustigo,f1255
futo,f9706
futuo,f1265
galaticor,g0016
galeo,g0034
gallor,132950
gallulasco,g0062
ganio,g0076
gannio,g0077
gargaridio,111457
gargarisso,111462
gargarizo,g0081
garrio,g0090
garrulo,g0093
gaudeo,g0102
gaudifico,111491
gelasco,g0120
gelesco,111509
gelo,g0128
gemino,g0140
gemisco,g0144
gemmasco,g0149
gemmesco,g0150
gemmo,g0153
gemo,g0156
generasco,g0168
genero,g0174
geniculo,g0190
geniculor,132951
geno,g0202
genuflecto,23615
germinasco,g0234
germino,g0237
gero,g0238
gesticulor,g0268
gestio,g0271
gestito,g0272
gestito,56933
gesto,g0274
gigno,g0288
gingrio,g0308
glabresco,g0316
glabro,g0318
glaciesco,g0321
glacio,g0322
glattio,g0351
glattito,g0352
glaucio,g0357
glaucito,111696
gliccio,g0376
glisco,g0380
globo,g0385
globor,132952
glocido,g0390
glocio,g0391
gloctoro,111728
glomero,g0397
glorifico,g0406
glorior,g0409
glottoro,g0420
glubeo,g0421
glubo,g0422
gluo,111752
glutino,g0435
glutio,29959
gluttio,g0439
gnarigo,g0449
gnario,g0450
gnascor,132497
gnauo,111786
gnosco,30149
graccito,g0476
gracilesco,g0482
gracillo,g0485
gradior,g0498
graecisso,g0501
graecizo,111847
graecor,g0503
granasco,g0522
grandesco,g0529
grandinat,39481
grandino,g0534
grandio,g0537
grassor,g0560
gratifico,52992
gratificor,g0566
grator,g0571
gratulor,g0578
grauesco,g0589
grauido,g0592
grauito,35204
grauo,g0601
grauor,132502
grego,g0607
grillo,g0615
groccio,43488
grocio,111931
groco,111932
grossesco,111941
grumo,111950
grundio,g0630
grunnio,37470
gruo,g0631
gryllo,111957
guberno,g0643
gummino,111974
gurgito,111982
gusto,g0666
gutto,98711
gypso,g0690
gyro,g0695
habeo,h0004
habilito,43705
habito,h0015
habituo,30065
habituor,h0017
habiturio,h0018
haeredito,112034
haeredo,112035
haereo,h0044
haeresco,h0029
haesito,h0053
halito,h0066
hallucinor,132954
halo,h0074
halucinor,132955
hamaxo,112094
hamo,h0097
hariolor,h0118
harpago,h0127
haueo,38962
haurio,h0147
hebeo,h0158
hebesco,h0158
hebetesco,h9162
hebeto,h0163
heiulor,132504
helleboro,112186
helluor,h0203
heluor,132956
herbasco,112266
herbesco,h0274
herbido,h0276
herbo,h0283
hercisco,98744
heredifico,h0290
heredito,h0295
hereo,28412
hiasco,h0351
hiberno,h0358
hiemo,h0365
hieto,h0380
hilaresco,h0381
hilarisco,51011
hilarisso,112384
hilarizo,112387
hilaro,h0385
hinnio,h0397
hinnito,112398
hio,h0402
hippaco,h0404
hippico,112409
hippito,h0410
hirco,112443
hirquitallio,h0449
hirrio,h0451
hisco,h0460
hispido,112465
hittio,112476
hiulco,h0475
holero,h0485
honesto,h0537
honestor,132506
honorifico,h0544
honoro,h0548
honoror,132957
hordior,h0565
horior,h0569
horitor,132960
horoscopo,h0580
horreo,h0586
horresco,h0586
horrifico,h0596
horripilo,h0599
horto,112607
hortor,h0614
hospito,51872
hospitor,h0626
hostio,h0638
humano,h0648
humecto,41908
humefacio,112632
humeo,u0985
humesco,98784
humido,112638
humifico,112641
humilifico,h0653
humilio,h0654
humilito,h0657
humilo,h0659
humo,h0660
hymnifico,h0723
hymnio,h0724
hymnizo,h0726
hymnodico,h0727
hypnotizo,35769
hypotheco,55591
iaceo,i0002
iacio,i0003
iactito,i0012
iacto,i0013
iaculo,112821
iaculor,i0021
ianto,112833
icio,i0057
ico,i0057
identifico,40806
idololatrio,47527
iduo,i0097
ieiuno,i0113
iento,i0117
ignauesco,i0121
ignauio,112896
ignauo,i0123
ignefacio,112898
igneo,i9021
ignesco,i0125
ignescor,132961
ignio,i0141
ignobilito,i0153
ignominio,i0155
ignoro,i0160
ignosco,i0162
illabor,i0176
illaboro,i0177
illacrimo,i0182
illacrimor,132781
illaedo,i0186
illaqueo,i0192
illargio,i0193
illatebro,i0195
illatro,i0201
illecebro,i0207
illecto,i0211
illiceor,i0226
illicio,i0229
illicito,i0232
illido,i0235
illigo,i0238
illimo,i0242
illinio,112997
illino,i0245
illiquor,i0247
illubrico,i0256
illuceo,i0258
illucesco,i0258
illucisco,113011
illuctor,i0259
illuculasco,i0261
illudio,i0262
illudo,i0264
illumino,i0268
illustro,i0281
imagino,113044
imaginor,i0293
imbarbesco,i0298
imbecillor,i0300
imbibo,i0306
imbito,i0307
imbracteo,i0309
imbrico,i3121
imbrico,i0315
imbrifico,i0320
imbrumor,132966
imbubino,i0324
imbulbito,i0325
imbuo,i0326
imito,33654
imitor,i0336
immaculo,i0339
immadesco,i0340
immadido,i9340
immaneo,i0342
immasso,i0349
immeio,i0357
immendo,113098
immeo,i0368
immergo,i0370
immigro,i0376
immineo,i0377
imminuo,i0378
immisceo,i0380
immiseror,132967
immitesco,113118
immitto,i0388
immolo,i0403
immordeo,i0404
immorior,i0405
immoror,i0406
immortalifico,29865
immugio,i0411
immulgeo,i0412
immundo,113135
immunio,i0417
immurmuro,i0421
immutesco,i0428
immuto,i0430
impallesco,i0436
impancro,i0439
imparco,113159
impartio,45777
impasco,113169
impascor,i0448
impedico,i0459
impedio,i0461
impedito,i9462
impedo,i0463
impello,i0464
impendeo,i0465
impendo,i0469
impenso,i0475
imperco,i0484
imperito,i0495
impermisceo,i0499
impero,i0503
impertio,i0514
impertior,132515
impeto,i0527
impetrio,i0532
impetro,i0533
impico,i0539
impilo,i9546
impingo,i0547
impinguesco,i0549
impinguo,i0551
impio,i0552
implacito,54075
implago,i0558
implano,i0560
implanto,34011
implastro,113260
implaudo,113261
implecto,i0564
impleo,i0566
implicisco,i0572
impliciscor,132969
implicito,i0573
implico,i0574
imploro,i0577
implumbo,i0578
impluo,i0580
impono,i0591
imporcio,i0593
imporco,113288
importo,i0599
impraegno,i0614
imprecor,i0626
impresso,i0629
imprimeo,39001
imprimo,i0632
imprisono,33919
improbito,i0638
improbo,i0639
impropero,i0652
impugno,i0677
impulso,i0679
impuro,i0691
imputo,i0697
imputresco,i0698
inabscondo,i0706
inaccresco,i0715
inacesco,i0718
inacisco,113379
inacresco,113380
inaedifico,i0726
inaequo,i0731
inaestuo,i0734
inalbeo,i0739
inalbesco,i0739
inalbo,i0740
inalesco,113397
inalgesco,i0741
inalligo,i0743
inaltero,i0745
inalto,i0746
inamaresco,i0748
inamarico,i0749
inambulo,i0753
inanesco,i0756
inanimo,113416
inanio,i0766
inaquo,i0775
inarcto,113427
inardesco,i0778
inareo,i0779
inaresco,i0779
inargento,i0780
inargento,43732
inarmo,113434
inaro,i0783
inarto,113438
inassero,i0789
inaudio,i0798
inauguro,i0801
inaurio,i3139
inauro,i0805
inbibo,42633
incalco,i1137
incalesco,i0816
incalfacio,i0817
incalfio,i3116
incallesco,i0818
incallo,i0820
incalo,i0821
incandesco,i0822
incandido,i0823
incaneo,i0824
incanesco,i0824
incanto,i0828
incapacito,51065
incapistro,i0831
incarcero,40367
incardino,50035
incarno,i0836
incaro,47044
incastro,$0003
incauillor,i0844
incauo,i0845
incedo,i0848
incendefacio,i0853
incendefio,i3117
incendo,i0858
inceno,i0859
incenso,113497
incepto,i0871
incerno,i0874
incero,i0875
incerto,i0877
incesso,i0882
incesto,i0885
incharaxo,i0889
inchoo,i0960
incibo,i0895
incido,i0898
incido,i0897
incilo,i0901
incinero,i0903
incingo,i0904
incino,i0906
incipesso,113531
incipio,i0907
incipisso,i0908
incito,i0923
inclamito,i0929
inclamo,i0930
inclango,113556
inclaresco,i0931
inclaudico,i0935
inclino,i0944
includo,i0945
incoenceno,113574
incogito,i0955
incognosco,i0957
incoho,i0960
incolo,i0965
incolo,113593
incoloro,$0142
incomitio,i0974
incommodo,i0984
inconcilio,i1008
inconstruo,113685
incoprio,i1079
incoquo,i1080
incorporo,i1088
incoxo,i1098
incrasso,i1099
increbesco,98902
increbresco,i1101
increbro,i1102
incremento,i1109
increpito,i1116
increpo,i1117
incresco,i1118
increto,i1119
incribro,i1120
incrispo,113749
incrucio,113750
incrudesco,113751
incrusto,i1126
incubito,i1130
incubo,i1131
incudo,i1134
inculco,i1137
inculpo,i1141
incumbero,56385
incumbo,i1143
incumbro,31573
incurro,i1156
incursito,i1161
incurso,i1162
incuruesco,i1166
incuruisco,113772
incuruo,i1169
incuso,i1176
incutio,i1179
indago,i1185
indagor,132971
indalbo,113788
indeceo,i1367
indecet,
indecoro,i1197
indepto,i1228
indico,i1252
indico,i1253
indigeo,i1264
indigeto,113871
indigito,i1272
indignor,i1280
indilucesco,i1286
indipisco,98930
indipiscor,i1290
indisco,i1295
indo,i1325
indoleo,$0009
indolesco,i1336
indormio,i1342
indormisco,i1343
indrutico,i1346
indubito,i1351
induco,i1352
indulceo,113946
indulco,i1361
indulcoro,113947
indulgeo,i1362
induo,i1366
induresco,i1368
induro,i1369
indusio,i1372
indutio,29252
inebrio,i1383
inemorior,i1408
ineo,i1421
ineptio,i1423
inequito,i1428
inermo,i1431
inerro,i1433
inesco,i1439
infaeco,i1503
infalso,114076
infamo,i1509
infanto,i1517
infarcio,114086
infatigo,114094
infatuo,i1522
infeco,114101
infecto,i1527
infelicito,48103
infelico,i1534
infendo,114111
infenso,i1538
infercio,i1541
infermento,i1544
infero,i1548
inferuefacio,i1552
inferuefio,i3118
inferueo,i1553
inferuesco,i1553
infesto,i1557
infiblo,114130
infibulo,i1559
inficio,i1562
inficior,i1595
infigo,i1567
infimo,i1572
infindo,i1574
infingo,i1575
infio,i1586
infirmo,i1584
infirmor,132972
infisco,114158
infit,36495
infiteor,i1587
infitior,i1595
inflabello,i1596
inflacceo,114168
inflagro,i1598
inflammo,i1602
inflecto,i1607
infligo,i1613
inflo,i1614
infloresco,i1615
influesco,i1148
influo,i1617
infodio,i1620
informo,i1628
inforo,i1629
infraenfreno,114209
infremo,i1640
infrendeo,98989
infrendo,i1642
infreno,i1644
infrico,i1648
infricolo,i1649
infrigesco,i1650
infrigido,i1651
infringo,i1652
infrio,i1653
infuco,i1662
infulcio,i1667
infulgeo,i1668
infulgerat,114233
infulo,57782
infumo,i1670
infundo,i1671
infusco,i1672
ingemesco,i1676
ingemino,i1678
ingemisco,58218
ingemmesco,i1679
ingemo,i1680
ingenero,i1681
ingeniculo,i1683
ingeniculor,132974
ingeno,31943
ingero,i1692
ingesto,114268
ingigno,i1695
inglomero,i1696
inglutino,114275
inglutio,i1699
ingluttio,114277
ingrandesco,i1702
ingrauesco,i1708
ingrauido,i1709
ingrauo,i1711
ingredior,i1712
ingruo,i1714
ingurgito,i1719
ingusto,i1721
inhabilito,56246
inhabito,i1727
inhaeredito,45190
inhaeredo,39750
inhaereo,i1728
inhaeresco,i1270
inhalo,i1729
inhamo,i3178
inheredito,i1730
inheredo,48808
inhibeo,i1732
inhieto,i1734
inhinnio,114313
inhio,i1735
inhisco,i1736
inhonesto,i1739
inhonoro,i1746
inhorreo,i1747
inhorresco,i1747
inhortor,i1748
inhumigo,114325
inhumo,i1757
inicio,i1759
iniecto,i1763
inigo,i1764
iniicio,99002
inimico,i1766
inimicor,132976
iniquo,i1781
initio,i1788
inito,i1790
iniungo,i1797
iniurio,i1800
iniurior,132522
iniuro,i1803
iniuuenesco,i1808
inlaboro,40972
inlacrimo,37662
inlacrimor,132523
inlago,29140
inlaqueo,35337
inlicio,36210
inlido,54195
inligo,42880
inlino,29657
inluceo,31503
inlucesco,36531
inlumino,55224
inlustro,57712
inmitto,45898
inmmuto,114370
innascor,i1812
innato,i1813
innauigo,i1815
innecto,i1816
innidifico,i1818
innigro,i1819
innitor,i1820
inno,i1821
innoco,46848
innodo,i1826
innotesco,i1830
innoto,i1833
innouo,i1835
innubilo,i1839
innubo,i1842
innuo,i1851
innutrio,i1854
ino,99017
inobaudio,50317
inobedio,114402
inoblector,i1856
inoboedio,i1859
inobscuro,114410
inocco,i1872
inoculo,i1875
inodio,i1876
inodoro,i1877
inodoror,132978
inolesco,i1882
inopaco,i1885
inopero,114433
inoperor,i1886
inopinor,132980
inordino,114454
inorior,132981
inorno,i1908
inoro,i1909
inpedio,46282
inpello,39173
inpeto,40613
inpetro,47825
inpinguo,43967
inplano,52846
inplico,36945
inpono,28930
inprimo,33401
inprobo,31616
inpropero,49441
inpugno,55406
inquam,i1914
inquiam,31669
inquiesco,i1927
inquieto,i1919
inquietor,132982
inquilino,114471
inquino,i1926
inquiro,i1928
inquit,44399
inraucesco,52879
inrepo,34829
inretio,28445
inrideo,39623
inrigo,49925
inrito,35383
inrogo,36391
inroro,42654
inrumo,99026
inrumpo,57204
inruo,50140
insaepio,i1933
insaeuio,i1935
insalo,114482
insanio,i1941
insaporo,i1944
insarcio,i1945
insatio,$0020
inscalpo,i1955
inscendo,i1956
inscindo,i1959
inscribo,i1965
inscrutor,i1970
insculpo,i8955
inseco,i1973
inseco,i1974
insecto,51424
insector,i1977
insemino,i1986
insenesco,i1987
insequo,114547
insequor,i1998
insero,i2002
inserpo,i2003
inserto,i2007
inseruio,i2008
inseruo,i2009
insibilo,i2011
insideo,i2016
insidio,49938
insidior,i2020
insido,i2022
insignio,i2026
insigno,114578
insilio,i2030
insillo,29247
insimilo,114581
insimulo,i2031
insinuo,i2039
insipio,i7042
insipo,114587
insisto,i2043
insito,41159
insoleo,$0008
insolesco,i2054
insolo,i2058
insono,i2069
insordesco,i2075
insordido,i2076
inspargo,114614
inspatior,132984
inspecto,i2084
inspergo,i2090
inspicio,i2093
inspico,i2095
inspiro,i2100
inspisso,i2101
insplendesco,114641
inspumo,i2103
inspuo,i2104
inspurco,i2105
insputo,i2106
instabilio,i2107
instagno,114646
instauro,i2115
instercoro,i2116
insterno,i2117
instigo,i2122
instillo,i2124
instimulo,i2126
instinguo,i2128
instipo,i2129
instipulor,i2130
instito,114663
instituo,i2136
insto,i2140
instrepito,i2143
instrepo,i2144
instrido,i2145
instringo,i2146
instruo,i2151
instupeo,114678
insubulo,i2163
insucco,114695
insuco,i2166
insudo,i2167
insuefio,i3119
insuesco,i2169
insufflo,i2174
insuflo,42514
insulco,i2181
insulio,45227
insulto,i2190
insum,i2191
insumo,i2193
insuo,i2195
insupero,114726
insupo,29374
insurgo,i2200
insusurro,i2206
intabesco,i2207
intamino,i2211
intardo,i2212
intego,i2215
integrasco,i2216
integro,i2220
intellego,i2231
intelligo,39311
intemero,i2233
intempto,i2252
intendo,i2245
intenebrico,i2246
intenebro,i2247
intento,i2252
intepeo,i2253
intepesco,i2253
interaestuo,i2256
interalbico,i2257
interaperio,114791
interaresco,i2264
interbibo,i2266
interbito,i2267
interblandior,i2268
intercalco,i2272
intercalo,i2273
intercapedino,i2274
intercapio,114806
intercedo,i2278
intercido,i2284
intercido,i2283
intercino,i2286
intercipio,i2287
interclamo,i2290
intercludo,i2292
interconcilio,114820
interculco,114822
intercurro,i2294
intercurso,i2295
interdico,i2300
interdo,i2307
interemo,57211
intereo,i2317
interequito,i2318
intererro,i2319
interest,55477
interficio,i2329
interfio,i2331
interflo,i2332
interfluo,i2333
interfodio,i2335
interfor,i2336
interfrigesco,i2337
interfringo,i2338
interfugio,i2339
interfulgeo,i2340
interfundo,i2341
interfuro,i2342
intergarrio,i2344
intergero,i2346
interhio,i2348
interiaceo,i2349
interiacio,46230
intericio,i2353
interiicio,51900
interimo,i2357
interiungo,i2360
interkalo,i2273
interlabor,i2362
interlateo,i2363
interlatro,i2364
interlego,i2366
interlido,i2367
interligo,i2368
interlino,i2370
interloco,114893
interloquor,i2373
interluceo,i2375
interlucesco,114898
interluco,i2376
interludo,i2377
interluo,i2380
intermaneo,i2382
intermano,i2383
intermeo,i2386
intermeo,53618
intermico,i2388
interminor,i2391
intermisceo,i2393
intermitto,i2395
intermorior,i2397
intermoueo,i2398
intermuto,i2401
internascor,i2402
internato,i2404
interneco,i2410
internecto,i2411
internidifico,i2412
internigro,i2413
interniteo,i2414
internosco,i2417
internuntio,i2419
intero,114945
intero,i2422
interpateo,i2426
interpedio,i2427
interpello,i2431
interplico,i2433
interpolo,i2440
interpono,i2441
interpreto,114971
interpretor,i2452
interprimo,i2453
interpungo,i2455
interpurgo,i2456
interputo,i2457
interqueror,132988
interquiesco,i2458
interrado,i2459
interrigo,i2465
interrogo,i2476
interrumpo,i2477
intersaepio,i2480
interscateo,i2484
interscindo,i2485
interscribo,i2486
interseco,i2487
interseco,38883
intersemino,i2489
intersero,i2491
intersileo,115010
intersilesco,115011
intersisto,i2493
intersono,i2494
interspergo,i2496
interspiro,i2498
intersterno,i2499
interstinguo,i2502
intersto,i2506
interstrepo,i2507
interstringo,i2508
interstruo,i2509
intersum,i2510
intertaleo,115023
intertalio,i2511
intertero,$0001
intertexo,i2512
intertraho,i2514
intertrudo,115029
interturbo,i2518
interuaco,i2523
interuado,i2524
interuallo,i2525
interueho,i2526
interuello,i2527
interuenio,i2529
interuersor,i2534
interuerto,i2536
interuibro,i2538
interuigilo,i2539
interuireo,i2540
interuiso,i2541
interuolito,i2544
interuolo,i2545
interuomo,i2546
intexo,i2552
inthronizo,115063
intimo,i2557
intingo,47154
intinguo,i2560
intitulo,i2562
intolero,i2565
intollo,i2566
intondeo,i2567
intono,i2568
intorpeo,115086
intorqueo,i2569
intraho,i2577
intremesco,i9929
intremisco,99108
intremo,i2585
intrepido,115108
intribuo,i2589
intrico,i2591
intro,i2596
introcedo,i2597
introcludo,115114
introcurro,i9920
introdo,i9921
introduco,i9922
introeo,i9924
introfero,i9923
introgredior,i2606
intromitto,i9925
intropono,115128
introporto,i2609
introrepo,i2610
introrumpo,i2612
introspecto,i9926
introspicio,i2614
introtrudo,i2615
introuenio,115135
introuoco,i9927
intrudo,44696
intueor,
intumesco,i2622
intundo,i2624
intuo,99110
inturgesco,i2627
inuado,i2630
inualeo,i2631
inualesco,i9930
inubero,i2637
inudo,i2638
inueho,i2644
inuenio,i2649
inuergo,i2659
inuerso,i2662
inuersor,132990
inuerto,i2665
inuesperasco,i2666
inuestigo,i2671
inuestio,i2672
inueterasco,i2674
inueteresco,115187
inuetero,i2678
inuicto,37248
inuideo,i2683
inuigilo,i2687
inuilesco,i2688
inuilio,i2689
inuilito,i2689
inuio,i2693
inuiolo,i2696
inuiscero,i2698
inuisco,115209
inuisito,i2701
inuiso,i2702
inuito,i2713
inulcero,i2718
inulciscor,i2719
inumbro,i2723
inumigo,i2724
inunco,i2725
inundo,i2728
inungito,115236
inungo,115237
inunguo,i2729
inunio,115238
inuoco,i2733
inuolgo,36326
inuolito,i2734
inuolo,i2735
inuoluo,i2741
inuoluto,i2743
inuorto,36118
inurgeo,i2746
inurinor,i2747
inuro,i2748
inuulgo,i2754
ioco,51785
iocor,i2763
ioculor,i2770
iocundo,30000
irasco,115285
irascor,i2788
iro,50083
irradio,i2802
irrado,i2803
irrauceo,115304
irraucesco,i2808
irrepo,i2841
irrepto,i2847
irretio,i2858
irrideo,i2868
irrido,115361
irrigo,i2873
irrimo,39047
irrimor,132991
irrio,115368
irrito,i2797
irrito,i2887
irroborasco,i2889
irroboro,i7889
irrogo,i2891
irroro,i2893
irroto,i2894
irrotulo,37903
irrubesco,i2895
irrubio,i2896
irructo,i2897
irrufo,i2898
irrugio,i2900
irrugo,i2901
irrumo,i2905
irrumpo,i2906
irruo,i2907
irrutilo,i2909
itero,i2966
itinero,28328
itineror,i2971
itito,i2973
ito,i2974
iubeo,i2980
iubilo,i2983
iubo,52597
iucundo,i2988
iucundor,132993
iudaizo,40579
iudico,i2999
iugamento,115467
iugilo,i3013
iugo,i3015
iugo,i3016
iugulo,i3023
iugumento,i3026
iungo,i3044
iureiuro,99177
iurgio,i3057
iurgo,i3060
iurgor,132994
iuro,i3067
iuror,132783
iusso,99181
iustico,30928
iustifico,i6081
iusto,i3086
iuuenculasco,115542
iuuenculesco,i3096
iuuenesco,i3097
iuuenor,i3104
iuuento,i3107
iuuo,i3110
kalo,115554
kalumnior,132995
labasco,l0024
labascor,132996
labefacio,l0007
labefacto,l0009
labefio,l0010
labesco,l0115
labiscor,l0146
labito,l0021
labo,l0044
labor,l0025
laboro,l0030
lacero,l0054
lacesso,l0061
lachanisso,115604
lachanizo,l0062
lacio,l0068
lacrimo,l0074
lacrimor,132541
lacrumo,99192
lacteo,l0080
lactesco,l0080
lactito,l0090
lacto,l0502
lacullo,l0100
lacuno,l0103
lacuo,115657
laedo,l0111
laetifico,l0122
laetisco,l0124
laeto,l0128
laetor,132542
laeuo,l9894
laiciso,30040
lallo,l0151
lambero,l0154
lambisco,l0820
lambito,l0156
lambo,l0157
lamento,l0166
lamentor,132543
lampo,l0182
lanceo,l0191
lancino,l0196
langisco,115750
languefacio,l0205
languefio,l0203
langueo,l0206
languesco,l9917
lanio,l0228
lano,115792
lanugino,115797
lapidesco,l0260
lapido,l0262
lapillesco,115808
lapillisco,l0265
lapio,l0269
lapso,l0280
laqueo,l0284
largifico,l0289
largio,115834
largior,
largitor,
largo,32260
laruo,l0313
lasciuio,l0320
lasciuo,l0323
lassesco,l0331
lasso,l0333
lateo,l1298
latero,l0352
latesco,l1297
latibulo,l0356
latibulor,132998
latifico,l0361
latinizo,l0365
latino,l0366
latito,l0402
latito,l0373
latro,l0383
latrocinor,l0388
laudifico,115943
laudo,l0411
lauito,l0415
lauo,l0416
laureo,115948
laxo,l0446
lectito,l0461
lecto,l0463
lecturio,l0470
legitimo,36799
legito,l0493
lego,l0495
lego,l0496
lenifico,l0513
lenio,l0516
leno,l0521
lenocinor,l0525
lenteo,l0529
lentesco,l0529
lento,l0541
leo,l0550
letho,116089
leto,l0593
leuifacio,116139
leuifico,24668
leuigino,l0637
leuigo,l9893
leuigo,l0638
leuio,116143
leuo,l0646
leuo,l9894
libeo,99253
libero,l0684
liberto,48137
libesco,$0004
libet,l0691
libet,57313
libidinor,l0693
libo,l0691
libo,l0697
libro,l0711
licentio,54879
liceo,58090
liceo,l0715
liceor,l0715
liceor,132547
licet,58055
licinio,l0722
licitor,l0727
lido,
lignor,l0748
ligo,l0753
ligurio,l0756
ligurrio,l0756
limino,32628
limito,l0788
limo,l0855
limpido,l0799
lineo,l0818
lingo,l0821
linio,l0835
linio,l0818
lino,l0841
linquo,l0845
lio,l0976
lipio,116336
lippesco,116337
lippio,l0867
liquefacio,l0878
liquefio,l0880
liqueo,l0881
liquesco,l0881
liquet,37978
liquo,l0887
liquor,l0888
liro,l0894
litigo,l0916
lito,l0917
lituro,l0937
liueo,l0940
liuesco,l0940
liuido,l0942
lixo,116420
locito,l0964
loco,l0965
locupleto,l0974
longaeuito,l1007
longaeuo,l8007
longinquo,l1017
longio,l1019
longisco,l1021
longo,l1028
loquitor,l1041
loquor,l1042
lorico,l1051
lubeo,99287
lubet,48817
lubidinor,133001
lubrico,l1065
lubricor,132551
luceo,l1075
lucesco,l9918
lucido,l1085
lucifico,116552
lucino,l1094
lucisco,36426
lucrifacio,l9915
lucrifico,l1106
lucrifio,51817
lucrifio,l9916
lucro,116580
lucror,l1111
luctifico,l1122
luctito,l1125
luctitor,133002
lucto,116590
luctor,l1126
lucubro,l1131
luculento,116601
ludicror,l1147
ludifacio,116613
ludifico,48449
ludificor,l1153
luditor,133004
ludo,l1157
lugeo,l1161
lumino,l1178
luno,l1183
luo,l1185
lupio,l1198
lupor,l1199
lurcho,l1203
lurchor,132555
lurco,42017
lurcor,132556
lusito,l1219
lustro,l1232
lustror,132557
lutesco,l1240
lutito,l1243
luto,l1244
lutulento,l1247
lutulo,116697
luxo,l1252
luxor,l8252
luxurio,l1255
luxurior,132558
lympho,l1280
lyo,116737
macello,116758
maceo,m0018
maceresco,m0012
macero,m0017
macesco,m0018
machinor,m0030
macino,m0038
macio,m0039
maco,116781
macresco,m0042
macto,m0053
maculo,m0058
madefacio,m0060
madefacto,m0062
madefio,m0061
madeo,m0064
madesco,m0064
madido,m0065
maereo,m0077
maereor,133007
maestifico,m0080
maesto,m0083
magistero,116826
magistro,m0105
magnetizo,45504
magnifacio,m9603
magnifico,m0122
magnifio,m9608
magnipendo,116850
magnufico,28400
malacisso,m0150
malaxo,m0158
maledico,m9606
maledictito,116880
malefacio,m9604
maleficio,m0170
malefio,m0168
maleloquor,133008
maligno,m0187
malignor,132560
malo,m0206
maltho,m0213
mammo,m0230
mancipo,m0252
mancupo,99349
mando,m0260
mando,m0261
manduco,m0269
manducor,132561
maneo,m0273
mangonico,m0279
mangonizo,116980
manico,m0283
manifesto,m0291
mano,m0305
mansito,m0309
mansuefacio,m0313
mansuefio,m0314
mansuesco,m0317
mansueto,m0319
manticinor,133009
manticulo,117022
manticulor,m0330
mantiscinor,m0333
manto,m0334
manucapio,38712
manufacio,132152
manufesto,50718
manumitto,m9607
manuor,m0358
marceo,m0371
marcero,117062
marcesco,m0371
marcido,117064
marco,36056
margino,m0387
marito,m0396
marlo,51500
marmoro,m0404
masculesco,m0419
masso,m0428
mastico,m0434
mastigo,24942
masturbor,m0441
materio,m0456
materior,132563
matresco,m0466
maturasco,m0493
maturefacio,m0490
maturefio,m0450
maturesco,m0491
maturo,m0493
maumo,33568
maxillo,117175
medeo,117196
medeor,m0525
medico,m0547
medicor,132565
medio,m0555
medito,30834
meditor,m0572
medullo,m0578
meio,m0588
melioresco,117290
melioro,m0627
mellifico,m0651
mello,30947
membro,117352
membror,m0687
memini,m0693
memoro,m0706
memoror,133013
mendico,m0721
mendicor,132567
meneruo,117389
menstruo,m0743
mensuro,m0754
mensuror,133014
mentio,117420
mentior,m0760
meo,m0768
merco,117442
mercor,m0787
merendo,m0791
mereo,m0792
mereor,132570
meretricor,m0797
mergito,m0802
mergo,m0803
meridio,m0812
meridior,132571
merito,m0817
mersito,m0825
merso,m0826
merto,m0827
metior,m0893
meto,117548
meto,m0897
metor,m0894
metuo,m0917
miccio,m0954
miceo,117570
mico,m0957
mictito,m0963
micturio,m0966
migro,m0973
milingior,133016
milito,m0990
mineo,m1024
mingo,m0588
minio,m1032
miniscor,
ministro,m1042
minito,25063
minitor,m1046
mino,53663
minor,m1048
minoro,m1051
mintrio,m1054
mintro,117670
minuisco,m1056
minuo,m1057
minurio,117675
minurrio,m1058
minuto,m1071
mio,m0588
mirifico,m1087
miro,53305
miror,m1092
misceo,m1097
miscipulo,117710
miscito,$0193
misereo,m1105
misereor,132577
miseresco,m0784
miseret,41095
misero,37924
miseror,m1113
misfacio,56160
missiculo,m1119
missito,m1122
mitesco,m1127
mitifico,m1129
mitigo,m1135
mitilo,117751
mitio,m1136
mitisco,117752
mitto,m1143
mobilito,55312
mobilito,m1158
modero,25106
moderor,m1167
modifico,m1177
modificor,133017
modulo,117782
modulor,m1188
moechisso,m1196
moechor,m1198
moenero,117792
moenio,m1743
